participant_id,task,input_type,input_value,timestamp
7,A,button_clicked,1,2021-05-23 20:35:04.457157
7,A,button_clicked,+,2021-05-23 20:35:05.016694
7,A,button_clicked,2,2021-05-23 20:35:05.729089
7,A,button_clicked,+,2021-05-23 20:35:06.264977
7,A,button_clicked,3,2021-05-23 20:35:06.688989
7,A,button_clicked,+,2021-05-23 20:35:07.226150
7,A,button_clicked,4,2021-05-23 20:35:07.985553
7,A,button_clicked,+,2021-05-23 20:35:08.640928
7,A,button_clicked,5,2021-05-23 20:35:09.241056
7,A,button_clicked,+,2021-05-23 20:35:09.993870
7,A,button_clicked,6,2021-05-23 20:35:10.666612
7,A,button_clicked,+,2021-05-23 20:35:11.169239
7,A,button_clicked,7,2021-05-23 20:35:11.825074
7,A,button_clicked,+,2021-05-23 20:35:12.338391
7,A,button_clicked,8,2021-05-23 20:35:12.833022
7,A,button_clicked,+,2021-05-23 20:35:13.302502
7,A,button_clicked,9,2021-05-23 20:35:14.105270
7,A,button_clicked,+,2021-05-23 20:35:14.721636
7,A,button_clicked,1,2021-05-23 20:35:15.185404
7,A,button_clicked,0,2021-05-23 20:35:15.497225
7,A,button_clicked,+,2021-05-23 20:35:16.089061
7,A,button_clicked,1,2021-05-23 20:35:16.778395
7,A,button_clicked,1,2021-05-23 20:35:16.906776
7,A,button_clicked,+,2021-05-23 20:35:17.449092
7,A,button_clicked,1,2021-05-23 20:35:17.983826
7,A,button_clicked,2,2021-05-23 20:35:18.281807
7,A,button_clicked,+,2021-05-23 20:35:18.742334
7,A,button_clicked,1,2021-05-23 20:35:19.385439
7,A,button_clicked,3,2021-05-23 20:35:20.033595
7,A,button_clicked,+,2021-05-23 20:35:20.512760
7,A,button_clicked,1,2021-05-23 20:35:21.112670
7,A,button_clicked,4,2021-05-23 20:35:21.577100
7,A,button_clicked,+,2021-05-23 20:35:22.393448
7,A,button_clicked,1,2021-05-23 20:35:22.992674
7,A,button_clicked,5,2021-05-23 20:35:23.482153
7,A,button_clicked,+,2021-05-23 20:35:24.274380
7,A,button_clicked,1,2021-05-23 20:35:24.872913
7,A,button_clicked,6,2021-05-23 20:35:25.401145
7,A,button_clicked,+,2021-05-23 20:35:25.967364
7,A,button_clicked,1,2021-05-23 20:35:26.548290
7,A,button_clicked,7,2021-05-23 20:35:27.065141
7,A,button_clicked,+,2021-05-23 20:35:27.625780
7,A,button_clicked,1,2021-05-23 20:35:28.273233
7,A,button_clicked,8,2021-05-23 20:35:28.865648
7,A,button_clicked,+,2021-05-23 20:35:29.432748
7,A,button_clicked,1,2021-05-23 20:35:29.952944
7,A,button_clicked,9,2021-05-23 20:35:30.593269
7,A,button_clicked,+,2021-05-23 20:35:31.281074
7,A,button_clicked,2,2021-05-23 20:35:31.817141
7,A,button_clicked,0,2021-05-23 20:35:32.345331
7,A,button_clicked,=,2021-05-23 20:35:32.841108
