participant_id,task,input_type,input_value,timestamp
4,D,key_pressed,(,2021-05-23 20:14:19.808309
4,D,key_pressed,3,2021-05-23 20:14:20.594118
4,D,key_pressed,**,2021-05-23 20:14:21.439836
4,D,key_pressed,2,2021-05-23 20:14:21.575778
4,D,key_pressed,+,2021-05-23 20:14:22.479978
4,D,key_pressed,4,2021-05-23 20:14:22.771839
4,D,key_pressed,**,2021-05-23 20:14:23.180128
4,D,key_pressed,2,2021-05-23 20:14:23.348012
4,D,key_pressed,),2021-05-23 20:14:23.975993
4,D,key_pressed,*,2021-05-23 20:14:24.980420
4,D,key_pressed,1,2021-05-23 20:14:25.611865
4,D,key_pressed,5,2021-05-23 20:14:25.719718
4,D,key_pressed,.,2021-05-23 20:14:26.299915
4,D,key_pressed,2,2021-05-23 20:14:26.451703
4,D,key_pressed,=,2021-05-23 20:14:26.844072
