participant_id,task,input_type,input_value,timestamp
11,D,key_pressed,(,2021-05-23 19:43:23.905123
11,D,key_pressed,3,2021-05-23 19:43:24.474922
11,D,key_pressed,**,2021-05-23 19:43:24.762746
11,D,key_pressed,2,2021-05-23 19:43:25.058863
11,D,key_pressed,+,2021-05-23 19:43:25.848448
11,D,key_pressed,4,2021-05-23 19:43:26.530603
11,D,key_pressed,**,2021-05-23 19:43:26.802565
11,D,key_pressed,2,2021-05-23 19:43:27.043295
11,D,key_pressed,),2021-05-23 19:43:28.067929
11,D,key_pressed,*,2021-05-23 19:43:28.932066
11,D,key_pressed,1,2021-05-23 19:43:29.352333
11,D,key_pressed,5,2021-05-23 19:43:29.570860
11,D,key_pressed,.,2021-05-23 19:43:30.234810
11,D,key_pressed,2,2021-05-23 19:43:30.738714
11,D,key_pressed,=,2021-05-23 19:43:31.387009
