participant_id,task,input_type,input_value,timestamp
5,A,button_clicked,1,2021-05-23 20:21:02.001188
5,A,button_clicked,+,2021-05-23 20:21:02.752888
5,A,button_clicked,2,2021-05-23 20:21:03.360861
5,A,button_clicked,+,2021-05-23 20:21:03.937066
5,A,button_clicked,3,2021-05-23 20:21:04.424966
5,A,button_clicked,+,2021-05-23 20:21:04.983317
5,A,button_clicked,4,2021-05-23 20:21:05.528831
5,A,button_clicked,+,2021-05-23 20:21:06.056255
5,A,button_clicked,5,2021-05-23 20:21:06.608646
5,A,button_clicked,+,2021-05-23 20:21:07.152907
5,A,button_clicked,6,2021-05-23 20:21:07.616534
5,A,button_clicked,+,2021-05-23 20:21:08.095223
5,A,button_clicked,7,2021-05-23 20:21:08.704550
5,A,button_clicked,+,2021-05-23 20:21:09.249518
5,A,button_clicked,8,2021-05-23 20:21:09.736992
5,A,button_clicked,+,2021-05-23 20:21:10.296564
5,A,button_clicked,9,2021-05-23 20:21:10.831883
5,A,button_clicked,+,2021-05-23 20:21:11.272487
5,A,button_clicked,1,2021-05-23 20:21:12.113689
5,A,button_clicked,0,2021-05-23 20:21:12.400375
5,A,button_clicked,+,2021-05-23 20:21:12.928259
5,A,button_clicked,1,2021-05-23 20:21:13.536463
5,A,button_clicked,1,2021-05-23 20:21:13.688334
5,A,button_clicked,+,2021-05-23 20:21:14.209148
5,A,button_clicked,1,2021-05-23 20:21:14.933692
5,A,button_clicked,2,2021-05-23 20:21:15.296609
5,A,button_clicked,+,2021-05-23 20:21:15.896055
5,A,button_clicked,1,2021-05-23 20:21:16.456633
5,A,button_clicked,3,2021-05-23 20:21:16.848135
5,A,button_clicked,+,2021-05-23 20:21:17.320468
5,A,button_clicked,1,2021-05-23 20:21:17.912780
5,A,button_clicked,4,2021-05-23 20:21:18.344388
5,A,button_clicked,+,2021-05-23 20:21:19.056992
5,A,button_clicked,1,2021-05-23 20:21:19.864848
5,A,button_clicked,5,2021-05-23 20:21:20.304607
5,A,button_clicked,+,2021-05-23 20:21:20.961081
5,A,button_clicked,1,2021-05-23 20:21:21.776384
5,A,button_clicked,6,2021-05-23 20:21:22.393192
5,A,button_clicked,+,2021-05-23 20:21:22.928397
5,A,button_clicked,1,2021-05-23 20:21:23.545025
5,A,button_clicked,7,2021-05-23 20:21:23.992224
5,A,button_clicked,+,2021-05-23 20:21:24.784435
5,A,button_clicked,1,2021-05-23 20:21:25.464907
5,A,button_clicked,8,2021-05-23 20:21:26.224854
5,A,button_clicked,+,2021-05-23 20:21:27.065078
5,A,button_clicked,1,2021-05-23 20:21:27.600321
5,A,button_clicked,9,2021-05-23 20:21:28.312631
5,A,button_clicked,+,2021-05-23 20:21:28.881291
5,A,button_clicked,2,2021-05-23 20:21:29.336591
5,A,button_clicked,0,2021-05-23 20:21:29.936420
5,A,button_clicked,=,2021-05-23 20:21:30.545149
