participant_id,task,input_type,input_value,timestamp
12,A,button_clicked,1,2021-05-23 19:47:37.969465
12,A,button_clicked,+,2021-05-23 19:47:38.577353
12,A,button_clicked,2,2021-05-23 19:47:39.328914
12,A,button_clicked,+,2021-05-23 19:47:39.986174
12,A,button_clicked,3,2021-05-23 19:47:40.522155
12,A,button_clicked,+,2021-05-23 19:47:40.993674
12,A,button_clicked,4,2021-05-23 19:47:41.591285
12,A,button_clicked,+,2021-05-23 19:47:42.194336
12,A,button_clicked,5,2021-05-23 19:47:42.809772
12,A,button_clicked,+,2021-05-23 19:47:43.530035
12,A,button_clicked,6,2021-05-23 19:47:44.217689
12,A,button_clicked,+,2021-05-23 19:47:44.689957
12,A,button_clicked,7,2021-05-23 19:47:45.714183
12,A,button_clicked,+,2021-05-23 19:47:46.323016
12,A,button_clicked,8,2021-05-23 19:47:47.140478
12,A,button_clicked,+,2021-05-23 19:47:47.842379
12,A,button_clicked,9,2021-05-23 19:47:48.514594
12,A,button_clicked,+,2021-05-23 19:47:49.838624
12,A,button_clicked,1,2021-05-23 19:47:50.625987
12,A,button_clicked,0,2021-05-23 19:47:50.986181
12,A,button_clicked,+,2021-05-23 19:47:51.625998
12,A,button_clicked,1,2021-05-23 19:47:52.322606
12,A,button_clicked,1,2021-05-23 19:47:52.578360
12,A,button_clicked,+,2021-05-23 19:47:53.297950
12,A,button_clicked,1,2021-05-23 19:47:53.884158
12,A,button_clicked,2,2021-05-23 19:47:54.210068
12,A,button_clicked,+,2021-05-23 19:47:54.863370
12,A,button_clicked,1,2021-05-23 19:47:55.754166
12,A,button_clicked,2,2021-05-23 19:47:56.160839
12,A,button_clicked,3,2021-05-23 19:47:56.616182
12,A,button_clicked,+,2021-05-23 19:47:57.170381
12,A,button_clicked,1,2021-05-23 19:47:57.817713
12,A,button_clicked,4,2021-05-23 19:47:58.128509
12,A,button_clicked,+,2021-05-23 19:47:59.066390
12,A,button_clicked,1,2021-05-23 19:47:59.830611
12,A,button_clicked,5,2021-05-23 19:48:00.234496
12,A,button_clicked,+,2021-05-23 19:48:00.853341
12,A,button_clicked,1,2021-05-23 19:48:01.938420
12,A,button_clicked,6,2021-05-23 19:48:02.411008
12,A,button_clicked,+,2021-05-23 19:48:03.466450
12,A,button_clicked,1,2021-05-23 19:48:04.225905
12,A,button_clicked,7,2021-05-23 19:48:04.786472
12,A,button_clicked,+,2021-05-23 19:48:05.490553
12,A,button_clicked,1,2021-05-23 19:48:06.130110
12,A,button_clicked,8,2021-05-23 19:48:06.778101
12,A,button_clicked,+,2021-05-23 19:48:07.242304
12,A,button_clicked,1,2021-05-23 19:48:07.987013
12,A,button_clicked,9,2021-05-23 19:48:08.738061
12,A,button_clicked,+,2021-05-23 19:48:09.328364
12,A,button_clicked,2,2021-05-23 19:48:10.091727
12,A,button_clicked,0,2021-05-23 19:48:10.503273
12,A,button_clicked,=,2021-05-23 19:48:10.961831
