participant_id,task,input_type,input_value,timestamp
15,A,button_clicked,1,2021-05-23 21:42:17.289515
15,A,button_clicked,+,2021-05-23 21:42:17.994566
15,A,button_clicked,2,2021-05-23 21:42:18.665861
15,A,button_clicked,+,2021-05-23 21:42:19.289448
15,A,button_clicked,3,2021-05-23 21:42:19.842608
15,A,button_clicked,+,2021-05-23 21:42:20.385581
15,A,button_clicked,4,2021-05-23 21:42:21.193684
15,A,button_clicked,+,2021-05-23 21:42:21.848218
15,A,button_clicked,5,2021-05-23 21:42:22.521682
15,A,button_clicked,+,2021-05-23 21:42:23.177477
15,A,button_clicked,6,2021-05-23 21:42:23.786323
15,A,button_clicked,+,2021-05-23 21:42:24.348888
15,A,button_clicked,7,2021-05-23 21:42:25.081940
15,A,button_clicked,+,2021-05-23 21:42:25.761507
15,A,button_clicked,8,2021-05-23 21:42:26.586029
15,A,button_clicked,+,2021-05-23 21:42:27.347352
15,A,button_clicked,9,2021-05-23 21:42:28.097682
15,A,button_clicked,+,2021-05-23 21:42:28.785802
15,A,button_clicked,1,2021-05-23 21:42:29.433682
15,A,button_clicked,0,2021-05-23 21:42:29.971079
15,A,button_clicked,+,2021-05-23 21:42:30.522471
15,A,button_clicked,1,2021-05-23 21:42:31.177572
15,A,button_clicked,1,2021-05-23 21:42:31.417703
15,A,button_clicked,+,2021-05-23 21:42:32.210522
15,A,button_clicked,1,2021-05-23 21:42:32.929650
15,A,button_clicked,2,2021-05-23 21:42:33.337411
15,A,button_clicked,+,2021-05-23 21:42:33.886519
15,A,button_clicked,1,2021-05-23 21:42:34.545845
15,A,button_clicked,3,2021-05-23 21:42:35.137528
15,A,button_clicked,+,2021-05-23 21:42:35.585898
15,A,button_clicked,1,2021-05-23 21:42:36.266562
15,A,button_clicked,4,2021-05-23 21:42:36.697735
15,A,button_clicked,+,2021-05-23 21:42:37.408558
15,A,button_clicked,1,2021-05-23 21:42:38.017785
15,A,button_clicked,5,2021-05-23 21:42:38.697938
15,A,button_clicked,+,2021-05-23 21:42:39.357782
15,A,button_clicked,1,2021-05-23 21:42:40.191932
15,A,button_clicked,6,2021-05-23 21:42:40.862100
15,A,button_clicked,+,2021-05-23 21:42:41.425754
15,A,button_clicked,1,2021-05-23 21:42:42.122422
15,A,button_clicked,7,2021-05-23 21:42:42.755076
15,A,button_clicked,+,2021-05-23 21:42:43.425651
15,A,button_clicked,1,2021-05-23 21:42:44.018622
15,A,button_clicked,8,2021-05-23 21:42:44.697998
15,A,button_clicked,+,2021-05-23 21:42:45.345647
15,A,button_clicked,1,2021-05-23 21:42:45.962722
15,A,button_clicked,9,2021-05-23 21:42:46.634156
15,A,button_clicked,+,2021-05-23 21:42:47.345416
15,A,button_clicked,2,2021-05-23 21:42:47.969492
15,A,button_clicked,0,2021-05-23 21:42:48.513295
15,A,button_clicked,=,2021-05-23 21:42:49.090111
