participant_id,task,input_type,input_value,timestamp
2,D,key_pressed,(,2021-05-23 20:09:51.780094
2,D,key_pressed,3,2021-05-23 20:09:52.943846
2,D,key_pressed,**,2021-05-23 20:09:53.063334
2,D,key_pressed,2,2021-05-23 20:09:53.280012
2,D,key_pressed,+,2021-05-23 20:09:54.767313
2,D,key_pressed,4,2021-05-23 20:09:55.183919
2,D,key_pressed,**,2021-05-23 20:09:55.463871
2,D,key_pressed,2,2021-05-23 20:09:55.663904
2,D,key_pressed,),2021-05-23 20:09:57.119459
2,D,key_pressed,*,2021-05-23 20:09:57.535837
2,D,key_pressed,1,2021-05-23 20:10:00.183458
2,D,key_pressed,5,2021-05-23 20:10:00.303368
2,D,key_pressed,.,2021-05-23 20:10:00.591682
2,D,key_pressed,2,2021-05-23 20:10:01.095551
2,D,key_pressed,=,2021-05-23 20:10:02.327416
