participant_id,task,input_type,input_value,timestamp
6,B,key_pressed,1,2021-05-23 20:28:18.765064
6,B,key_pressed,+,2021-05-23 20:28:18.932375
6,B,key_pressed,2,2021-05-23 20:28:19.196331
6,B,key_pressed,+,2021-05-23 20:28:19.332393
6,B,key_pressed,3,2021-05-23 20:28:19.596408
6,B,key_pressed,+,2021-05-23 20:28:19.740216
6,B,key_pressed,4,2021-05-23 20:28:19.964449
6,B,key_pressed,+,2021-05-23 20:28:20.108207
6,B,key_pressed,5,2021-05-23 20:28:20.364148
6,B,key_pressed,+,2021-05-23 20:28:20.524664
6,B,key_pressed,6,2021-05-23 20:28:20.852562
6,B,key_pressed,+,2021-05-23 20:28:21.004294
6,B,key_pressed,7,2021-05-23 20:28:21.572547
6,B,key_pressed,+,2021-05-23 20:28:21.740442
6,B,key_pressed,8,2021-05-23 20:28:22.148445
6,B,key_pressed,+,2021-05-23 20:28:22.292672
6,B,key_pressed,9,2021-05-23 20:28:22.572377
6,B,key_pressed,+,2021-05-23 20:28:22.740901
6,B,key_pressed,1,2021-05-23 20:28:23.484275
6,B,key_pressed,0,2021-05-23 20:28:23.716178
6,B,key_pressed,+,2021-05-23 20:28:23.885062
6,B,key_pressed,1,2021-05-23 20:28:24.152391
6,B,key_pressed,1,2021-05-23 20:28:24.444761
6,B,key_pressed,+,2021-05-23 20:28:24.672347
6,B,key_pressed,1,2021-05-23 20:28:24.952348
6,B,key_pressed,2,2021-05-23 20:28:25.260076
6,B,key_pressed,+,2021-05-23 20:28:25.405154
6,B,key_pressed,1,2021-05-23 20:28:25.716171
6,B,key_pressed,3,2021-05-23 20:28:25.958932
6,B,key_pressed,+,2021-05-23 20:28:26.228322
6,B,key_pressed,1,2021-05-23 20:28:26.516417
6,B,key_pressed,4,2021-05-23 20:28:26.836581
6,B,key_pressed,+,2021-05-23 20:28:27.032472
6,B,key_pressed,1,2021-05-23 20:28:27.276654
6,B,key_pressed,5,2021-05-23 20:28:27.488523
6,B,key_pressed,+,2021-05-23 20:28:27.772377
6,B,key_pressed,1,2021-05-23 20:28:28.004507
6,B,key_pressed,6,2021-05-23 20:28:28.208154
6,B,key_pressed,+,2021-05-23 20:28:28.860062
6,B,key_pressed,7,2021-05-23 20:28:29.160080
6,B,key_pressed,delete,2021-05-23 20:28:30.848845
6,B,key_pressed,1,2021-05-23 20:28:31.472332
6,B,key_pressed,7,2021-05-23 20:28:31.968346
6,B,key_pressed,+,2021-05-23 20:28:32.168495
6,B,key_pressed,1,2021-05-23 20:28:32.552253
6,B,key_pressed,8,2021-05-23 20:28:32.752277
6,B,key_pressed,+,2021-05-23 20:28:33.080378
6,B,key_pressed,1,2021-05-23 20:28:33.535975
6,B,key_pressed,9,2021-05-23 20:28:33.688723
6,B,key_pressed,+,2021-05-23 20:28:34.048247
6,B,key_pressed,2,2021-05-23 20:28:34.376413
6,B,key_pressed,0,2021-05-23 20:28:34.600168
6,B,key_pressed,=,2021-05-23 20:28:34.753382
